x1,x2,tr1,tr2,trb,tr,zx2,zx1,zcx2,zcx1,y,x1res,x2res
40.969387,72.742928,0,0,0,0,1.768026,-.41306597,1.2674788,.097497985,80.275337,1,0
46.579514,61.759674,0,0,0,0,.67557365,.15118337,.17502645,.66174734,73.898689,0,0
56.251003,63.131348,0,0,0,0,.81200755,1.1239122,.31146035,1.6344762,80.852562,0,0
58.858498,65.180206,0,0,0,0,1.0157979,1.386166,.51525062,1.8967299,87.634331,0,0
33.989128,49.311478,0,0,1,1,-.56258965,-1.115119,-1.0631368,-.60455501,59.661613,0,0
35.198231,53.363667,0,0,1,1,-.15953754,-.9935112,-.66008472,-.48294726,64.484444,0,0
38.73703,51.258873,0,0,1,1,-.36889142,-.63758963,-.86943865,-.12702568,63.08604,1,0
52.97855,64.403389,0,0,0,0,.93853152,.79477882,.43798432,1.3053428,82.068146,0,0
48.885525,49.045254,0,1,0,1,-.58906966,.3831149,-1.0896169,.89367884,73.836502,0,0
39.742126,58.126957,0,0,1,1,.31424445,-.5365001,-.18630275,-.025936142,71.06604,1,0
37.103683,50.604713,0,0,1,1,-.43395758,-.80186659,-.93450481,-.29130265,64.418442,0,0
48.712822,45.243664,0,1,0,1,-.96719587,.36574498,-1.467743,.87630892,68.072479,0,0
39.968269,50.264606,0,0,1,1,-.4677864,-.51375532,-.9683336,-.0031913675,65.747574,1,0
42.440994,46.09663,0,1,0,1,-.88235533,-.26505622,-1.3829025,.24550773,65.541977,0,0
43.805443,53.680492,0,1,0,1,-.12802437,-.12782417,-.62857157,.38273978,71.527283,0,0
31.314777,72.574677,1,0,0,1,1.7512909,-1.384097,1.2507437,-.87353301,80.708527,0,0
40.462994,46.527225,0,1,0,1,-.83952606,-.46399748,-1.3400732,.046566471,61.778969,1,0
36.320545,56.78688,0,0,1,1,.18095338,-.88063222,-.31959382,-.37006828,68.317245,0,0
30.369667,63.825882,1,0,0,1,.88108963,-1.4791534,.38054243,-.96858943,68.903038,0,0
47.422047,72.604248,0,0,0,0,1.7542322,.23592275,1.253685,.74648672,89.229164,0,0
70.666161,58.373592,0,1,0,1,.33877611,2.5737445,-.16177109,3.0843084,95.881866,0,0
35.110878,59.090881,0,0,1,1,.41012147,-1.0022969,-.09042573,-.49173298,67.550171,0,1
44.313866,65.403816,0,0,0,0,1.0380393,-.076688565,.5374921,.43387538,78.524582,0,0
46.264771,36.817638,0,1,0,1,-1.8052928,.11952747,-2.30584,.63009143,56.413441,0,0
60.226974,52.703518,0,1,0,1,-.2251994,1.5238031,-.72574663,2.0343671,86.462082,0,0
48.491329,62.593868,0,0,0,0,.75854701,.34346792,.25799981,.85403186,77.144028,0,0
52.989635,59.805779,0,1,0,1,.48122892,.79589379,-.019318284,1.3064578,83.845795,0,1
35.924892,69.046204,1,0,0,1,1.4003303,-.92042577,.89978307,-.40986183,76.342766,0,0
39.571423,70.190979,1,0,0,1,1.5141958,-.55366898,1.0136486,-.043105021,83.428261,1,0
55.885899,58.811348,0,1,0,1,.3823176,1.0871911,-.1182296,1.5977551,84.250992,0,1
37.360771,47.707573,0,0,1,1,-.72212243,-.7760095,-1.2226696,-.26544556,58.403019,0,0
45.87471,50.428696,0,1,0,1,-.45146522,.08029639,-.95201242,.59086037,70.858849,0,0
67.63649,64.683594,0,0,0,0,.96640217,2.2690296,.46585497,2.7795935,90.023376,0,0
38.681282,51.234337,0,0,1,1,-.3713319,-.64319658,-.8718791,-.13263263,65.472885,1,0
53.06805,59.941822,0,1,0,1,.49476051,.8037805,-.0057866895,1.3143444,85.93148,0,1
73.849411,57.578388,0,1,0,1,.25968093,2.8939061,-.24086627,3.40447,102.79497,0,0
49.085312,74.554733,0,0,0,0,1.9482378,.40320888,1.4476906,.91377282,90.02861,0,0
42.574875,50.927444,0,1,0,1,-.40185705,-.25159094,-.90240425,.258973,68.206856,0,0
57.245892,50.808834,0,1,0,1,-.41365466,1.2239749,-.91420186,1.7345389,76.094597,0,0
58.150879,64.686157,0,0,0,0,.9666571,1.3149959,.4661099,1.8255599,82.452164,0,0
48.914387,67.527176,0,0,0,0,1.2492398,.38601774,.74869257,.89658171,83.772057,0,0
46.845028,39.170879,0,1,0,1,-1.5712271,.17788798,-2.0717742,.68845195,59.813969,0,0
42.284161,45.608204,0,1,0,1,-.93093675,-.28083009,-1.431484,.22973387,66.17041,0,0
34.6068,45.407944,0,0,1,1,-.95085573,-1.0529954,-1.4514029,-.54243147,59.766518,0,0
29.343254,39.884262,0,0,1,1,-1.5002702,-1.5823869,-2.0008175,-1.0718229,50.136066,0,0
42.690266,67.762962,0,0,0,0,1.2726924,-.23998527,.77214521,.27057868,78.76001,0,0
45.465313,55.148678,0,1,0,1,.018009102,.03912048,-.4825381,.54968441,75.203659,0,0
38.538063,52.382042,0,0,1,1,-.25717509,-.65760112,-.75772232,-.14703716,65.442528,1,0
43.615253,50.74947,0,1,0,1,-.41955933,-.14695284,-.92010653,.3636111,71.703957,0,0
53.448162,55.459881,0,1,0,1,.048962995,.84201097,-.45158422,1.3525749,85.173378,0,0
25.881077,62.246185,1,0,0,1,.72396463,-1.930602,.22341743,-1.420038,67.560577,0,0
44.101078,53.798717,0,1,0,1,-.11626507,-.09809009,-.61681229,.41247386,72.045135,0,0
48.492222,53.818581,0,1,0,1,-.11428938,.34355769,-.61483657,.85412163,78.066956,0,0
55.175606,54.932247,0,1,0,1,-.0035182338,1.015752,-.50406545,1.5263159,83.969994,0,0
40.886192,34.798126,0,1,0,1,-2.0061641,-.42143345,-2.5067112,.089130506,49.3703,1,0
33.243721,64.46756,1,0,0,1,.94491428,-1.1900898,.44436708,-.67952585,72.607491,0,0
24.942102,50.889374,0,0,1,1,-.40564376,-2.0250411,-.90619099,-1.5144771,54.984058,0,0
58.618698,52.721348,0,1,0,1,-.22342595,1.3620477,-.72397316,1.8726116,82.634903,0,0
50.072548,45.219414,0,1,0,1,-.96960789,.50250208,-1.4701551,1.0130661,67.484917,0,0
59.573128,65.865227,0,0,0,0,1.0839336,1.4580413,.58338636,1.9686053,85.271965,0,0
46.236202,44.700085,0,1,0,1,-1.0212631,.11665417,-1.5218103,.62721813,64.924187,0,0
41.012508,57.77314,0,1,0,1,.27905196,-.40872896,-.22149524,.101835,74.915169,1,0
61.52581,57.530006,0,1,0,1,.2548686,1.6544361,-.2456786,2.165,88.682579,0,0
35.403316,54.000114,0,0,1,1,-.09623307,-.9728843,-.5967803,-.46232036,65.720581,0,0
54.825153,60.292606,0,0,0,0,.5296514,.98050457,.029104201,1.4910685,77.550278,0,1
49.916534,67.730438,0,0,0,0,1.2694573,.48681068,.76891011,.99737465,81.761978,0,0
56.002228,63.598236,0,0,0,0,.85844678,1.0988911,.35789958,1.6094551,80.403374,0,0
41.57618,57.093304,0,1,0,1,.21143185,-.35203665,-.28911537,.1585273,71.506355,0,0
56.505768,66.159615,0,0,0,0,1.113215,1.1495357,.61266774,1.6600996,83.19165,0,0
56.209415,55.296116,0,1,0,1,.032674067,1.1197294,-.46787313,1.6302934,81.875313,0,0
47.573593,41.686459,0,1,0,1,-1.3210143,.25116485,-1.8215615,.76172882,65.77137,0,0
45.343716,48.801033,0,1,0,1,-.61336112,.026890596,-1.1139083,.53745455,70.255531,0,0
45.287216,64.799774,0,0,0,0,.97795808,.021208052,.47741088,.53177202,79.877457,0,0
27.475044,40.138634,0,0,1,1,-1.474969,-1.7702856,-1.9755162,-1.2597216,46.561436,0,0
47.462601,49.252842,0,1,0,1,-.56842184,.24000156,-1.068969,.75056553,71.537903,0,0
48.725288,65.509476,0,0,0,0,1.0485487,.36699882,.54800147,.87756276,79.784569,0,0
52.636642,48.906219,0,1,0,1,-.60289872,.76039082,-1.1034459,1.2709547,77.677963,0,0
52.468502,55.965,0,1,0,1,.099204831,.74347979,-.40134236,1.2540437,82.398849,0,0
39.478981,44.178486,0,0,1,1,-1.0731441,-.56296647,-1.5736912,-.052402511,58.845322,1,0
28.572357,32.025978,0,0,1,1,-2.2818966,-1.6599213,-2.7824438,-1.1493573,40.861549,0,0
41.393833,41.568176,0,1,0,1,-1.3327793,-.3703765,-1.8333265,.14018746,60.645515,1,0
42.144753,47.104759,0,1,0,1,-.78208148,-.29485133,-1.2826287,.21571262,63.963306,0,0
31.615068,56.062481,0,0,1,1,.10890078,-1.3538947,-.39164641,-.84333074,68.248405,0,0
47.499184,55.614281,0,1,0,1,.064320423,.24368097,-.43622679,.75424492,80.741211,0,0
16.636564,52.381451,0,0,1,1,-.25723392,-2.8603868,-.75778115,-2.349823,54.431248,0,0
45.943527,43.491207,0,1,0,1,-1.1415044,.087217808,-1.6420516,.59778178,64.773964,0,0
56.529888,42.392643,0,1,0,1,-1.2507734,1.1519616,-1.7513206,1.6625255,70.217354,0,0
60.981152,65.918694,0,0,0,0,1.0892516,1.599656,.58870441,2.11022,87.049713,0,0
27.58539,43.001194,0,0,1,1,-1.1902437,-1.7591873,-1.6907909,-1.2486234,48.701687,0,0
37.639503,67.675415,1,0,0,1,1.2639844,-.74797547,.76343721,-.23741151,80.474213,0,0
35.388378,46.945202,0,0,1,1,-.79795188,-.97438675,-1.2984991,-.46382281,59.905281,0,0
52.146099,41.884155,0,1,0,1,-1.3013504,.71105349,-1.8018975,1.2216175,70.854721,0,0
25.006693,41.45406,0,0,1,1,-1.3441299,-2.0185449,-1.8446771,-1.5079809,45.585102,0,0
45.20203,54.529583,0,1,0,1,-.043569338,.012640304,-.54411656,.52320427,77.58374,0,0
55.047901,67.87085,0,0,0,0,1.2834234,1.0029079,.78287619,1.5134718,84.025375,0,0
36.672184,61.549385,1,0,0,1,.65465724,-.84526551,.15411004,-.33470157,71.044891,0,0
59.389931,63.5476,0,0,0,0,.85341018,1.4396158,.35286298,1.9501798,83.096313,0,0
43.153515,60.344246,0,0,0,0,.53478771,-.1933931,.03424051,.31717086,73.688522,0,1
34.857681,61.174065,1,0,0,1,.61732584,-1.0277627,.11677864,-.51719868,72.276947,0,1
29.132671,54.797981,0,0,1,1,-.016873028,-1.6035665,-.51742023,-1.0930026,63.752506,0,0
45.467255,50.747852,0,1,0,1,-.41972023,.039315768,-.92026746,.54987973,71.600227,0,0
40.640739,63.716022,0,0,0,0,.87016243,-.44612035,.36961523,.064443603,71.23912,1,0
55.798542,73.864723,0,0,0,0,1.8796058,1.078405,1.3790586,1.588969,90.412842,0,0
37.19453,60.322048,1,0,0,1,.53257984,-.7927295,.032032635,-.28216556,68.714737,0,1
46.650517,55.454346,0,1,0,1,.048412442,.15832461,-.45213476,.66888857,75.822479,0,0
48.150124,59.503441,0,1,0,1,.45115682,.30915052,-.049390379,.81971449,81.178627,0,1
42.488201,58.960522,0,1,0,1,.3971552,-.2603083,-.103392,.25025564,78.190147,0,1
48.150379,42.797512,0,1,0,1,-1.210503,.30917621,-1.7110502,.81974018,66.698181,0,0
36.839771,41.122013,0,0,1,1,-1.377157,-.82841009,-1.8777041,-.31784615,54.003239,0,0
57.072346,62.011444,0,0,0,0,.70061606,1.2065203,.20006886,1.7170843,82.432091,0,0
34.884937,40.523254,0,0,1,1,-1.4367126,-1.0250213,-1.9372598,-.51445735,52.104511,0,0
52.647804,58.583858,0,1,0,1,.35969031,.76151347,-.14085689,1.2720774,81.706131,0,1
54.290283,44.463345,0,1,0,1,-1.0448105,.92670894,-1.5453577,1.4372729,74.82682,0,0
56.817181,44.221527,0,1,0,1,-1.0688629,1.1808566,-1.5694101,1.6914206,74.948318,0,0
43.432575,42.084625,0,1,0,1,-1.2814105,-.16532606,-1.7819576,.34523788,63.68412,0,0
42.738548,53.002735,0,1,0,1,-.19543768,-.23512916,-.6959849,.27543479,68.399132,0,0
31.991554,53.505959,0,0,1,1,-.14538443,-1.3160288,-.64593166,-.80546486,61.379871,0,0
37.055458,58.875759,0,0,1,1,.38872427,-.80671698,-.11182293,-.29615304,72.020981,0,1
37.780319,66.174149,1,0,0,1,1.1146606,-.73381263,.61411339,-.22324868,77.334892,0,0
42.995422,58.341572,0,1,0,1,.3355912,-.20929354,-.164956,.3012704,75.679146,0,0
42.653492,45.468445,0,1,0,1,-.94483793,-.24368386,-1.4453851,.2668801,61.497391,0,0
41.032112,46.951996,0,1,0,1,-.79727614,-.40675727,-1.2978233,.10380669,62.358341,1,0
47.577164,37.559505,0,1,0,1,-1.7315028,.25152394,-2.2320499,.76208788,59.733772,0,0
38.22121,51.430264,0,0,1,1,-.35184401,-.68946916,-.85239124,-.1789052,63.58564,0,0
27.458414,44.554615,0,0,1,1,-1.0357323,-1.7719582,-1.5362794,-1.2613943,51.63625,0,0
42.85236,42.68959,0,1,0,1,-1.2212374,-.22368234,-1.7217846,.2868816,61.529701,0,0
45.8801,55.241203,0,1,0,1,.027212175,.080838516,-.47333503,.59140247,75.387146,0,0
47.910988,58.636414,0,1,0,1,.3649177,.28509897,-.1356295,.79566294,80.495209,0,1
35.589394,61.949429,1,0,0,1,.69444764,-.95416921,.19390044,-.44360527,74.114105,0,0
50.199478,58.140949,0,1,0,1,.31563622,.51526833,-.18491098,1.0258323,83.309486,0,0
52.975689,32.065948,0,1,0,1,-2.277921,.79449111,-2.7784681,1.305055,62.275177,0,0
44.685108,40.109612,0,1,0,1,-1.4778558,-.039350126,-1.978403,.47121382,63.27644,0,0
54.084114,75.317284,0,0,0,0,2.024085,.90597308,1.5235379,1.416537,93.667,0,0
43.091808,56.909023,0,1,0,1,.19310234,-.19959934,-.30744487,.31096461,77.674652,0,0
34.263786,49.821835,0,0,1,1,-.51182681,-1.0874947,-1.012374,-.57693076,60.259052,0,0
40.546471,35.789299,0,1,0,1,-1.9075769,-.4556016,-2.4081242,.054962352,55.387646,1,0
32.783379,60.564289,1,0,0,1,.55667436,-1.2363896,.056127157,-.72582567,65.597382,0,1
38.554676,56.766026,0,0,1,1,.17887904,-.65593022,-.32166818,-.14536627,70.803993,1,0
41.636913,63.928146,0,0,0,0,.89126134,-.34592822,.39071414,.16463573,71.186874,0,0
40.772675,43.672997,0,1,0,1,-1.1234227,-.43285072,-1.6239699,.077713236,61.570938,1,0
40.751247,46.041183,0,1,0,1,-.88787031,-.43500578,-1.3884175,.075558171,60.734596,1,0
26.861849,50.636578,0,0,1,1,-.43078819,-1.8319589,-.93133539,-1.3213949,55.715546,0,0
44.054562,50.596474,0,1,0,1,-.43477714,-.10276857,-.93532437,.40779537,69.889458,0,0
31.806053,39.125584,0,0,1,1,-1.5757324,-1.334686,-2.0762796,-.82412207,50.375454,0,0
54.756855,67.961884,0,0,0,0,1.2924782,.97363532,.79193097,1.4841993,83.524536,0,0
30.753019,50.369576,0,0,1,1,-.45734563,-1.4405969,-.95789284,-.93003297,60.325001,0,0
40.509136,57.842934,0,1,0,1,.28599399,-.45935661,-.21455321,.051207349,74.47084,1,0
34.017815,53.575748,0,0,1,1,-.13844275,-1.1122339,-.63898998,-.60166991,66.315796,0,0
42.605667,50.645802,0,1,0,1,-.42987072,-.24849394,-.93041795,.26207,70.105141,0,0
54.52108,63.030754,0,0,0,0,.80200201,.94992179,.30145481,1.4604857,85.530487,0,0
37.716305,70.196541,1,0,0,1,1.5147489,-.740251,1.0142018,-.22968705,78.774292,0,0
46.2533,53.834209,0,1,0,1,-.11273486,.11837377,-.61328208,.62893772,72.616035,0,0
45.106239,80.116066,0,0,0,0,2.5013974,.0030059528,2.0008502,.51356989,91.779366,0,0
43.68568,55.629654,0,1,0,1,.06584952,-.13986951,-.43469769,.37069443,74.068642,0,0
34.657658,32.584251,0,0,1,1,-2.2263677,-1.0478804,-2.7269149,-.53731644,47.066826,0,0
40.50396,47.106258,0,1,0,1,-.78193235,-.45987722,-1.2824795,.050686732,62.063835,1,0
32.763119,56.136513,0,0,1,1,.11626437,-1.2384273,-.38428283,-.72786331,67.145096,0,0
54.962753,66.450851,0,0,0,0,1.1421829,.99434394,.64163572,1.5049078,85.788841,0,0
47.52364,59.093731,0,1,0,1,.41040489,.24614067,-.09014231,.75670463,80.346718,0,1
45.474045,54.565269,0,1,0,1,-.040019773,.039998703,-.54056698,.55056268,73.030304,0,0
46.987301,54.569019,0,1,0,1,-.039646793,.19219737,-.54019397,.70276129,76.352158,0,0
48.227509,38.546684,0,1,0,1,-1.6333128,.31693366,-2.1338601,.8274976,60.007992,0,0
36.964371,48.615173,0,0,1,1,-.63184774,-.81587827,-1.1323949,-.30531433,62.185825,0,0
40.047031,33.390503,0,1,0,1,-2.1461737,-.50583369,-2.6467209,.0047302684,46.881668,1,0
53.179745,40.495831,0,1,0,1,-1.4394404,.81501436,-1.9399875,1.3255783,65.94323,0,0
50.624348,63.916824,0,0,0,0,.89013523,.55800039,.38958803,1.0685643,75.173309,0,0
18.005762,48.150452,0,0,1,1,-.67807138,-2.722677,-1.1786186,-2.2121131,54.579693,0,0
49.782635,70.145973,0,0,0,0,1.5097193,.47334349,1.0091721,.98390746,84.282379,0,0
47.694351,62.014221,0,0,0,0,.70089227,.26331031,.20034507,.77387428,74.992889,0,0
46.809494,56.257999,0,1,0,1,.12834808,.1743141,-.37219912,.68487805,74.158112,0,0
42.98119,72.49614,0,0,0,0,1.7434791,-.21072502,1.242932,.29983893,83.924446,0,0
45.22348,47.36916,0,1,0,1,-.75578284,.014797684,-1.25633,.52536166,69.904793,0,0
63.357471,59.154724,0,1,0,1,.4164716,1.8386589,-.0840756,2.3492229,88.296959,0,1
44.050121,53.915051,0,1,0,1,-.10469398,-.10321516,-.60524118,.40734878,71.098602,0,0
47.663269,61.040249,0,0,0,0,.60401583,.26018417,.10346863,.77074814,78.474548,0,1
35.285164,42.134563,0,0,1,1,-1.2764434,-.98476774,-1.7769905,-.4742038,52.068813,0,0
66.509308,55.958733,0,1,0,1,.098581426,2.1556611,-.40196577,2.666225,91.890793,0,0
45.852764,49.858063,0,1,0,1,-.50822341,.078089133,-1.0087706,.58865309,68.408989,0,0
41.188725,50.434273,0,1,0,1,-.45091051,-.39100569,-.95145774,.11955826,69.01725,1,0
41.540367,51.201759,0,1,0,1,-.37457225,-.35563853,-.87511945,.15492542,72.066742,0,0
52.189331,49.324181,0,1,0,1,-.56132615,.71540159,-1.0618733,1.2259655,74.475838,0,0
39.933685,60.607311,1,0,0,1,.56095356,-.51723367,.060406353,-.006669716,70.159157,1,1
40.849586,47.306442,0,1,0,1,-.76202101,-.42511514,-1.2625682,.085448816,61.136566,1,0
38.678844,57.276882,0,0,1,1,.22969154,-.64344174,-.27085567,-.13287778,66.349594,1,0
38.543026,57.700047,0,0,1,1,.27178168,-.65710193,-.22876552,-.14653797,69.916962,1,0
57.930061,52.322624,0,1,0,1,-.2630851,1.2927867,-.7636323,1.8033507,87.305046,0,0
43.911686,46.879307,0,1,0,1,-.80450618,-.11713856,-1.3050534,.39342538,66.116257,0,0
53.544571,55.180801,0,1,0,1,.021204282,.85170752,-.47934291,1.3622714,83.318176,0,0
34.991982,63.397675,1,0,0,1,.83849782,-1.0142552,.33795062,-.5036912,70.472076,0,0
31.140854,54.978519,0,0,1,1,.0010842511,-1.4015898,-.49946296,-.89102578,66.072548,0,0
36.997868,51.411919,0,0,1,1,-.35366869,-.81250924,-.85421592,-.3019453,64.231514,0,0
36.907837,62.263168,1,0,0,1,.72565389,-.82156426,.22510669,-.31100032,70.499702,0,0
48.288528,77.50695,0,0,0,0,2.2418809,.32307085,1.7413337,.83363479,93.860542,0,0
43.407394,57.705811,0,1,0,1,.27235502,-.16785866,-.22819218,.34270528,76.637886,0,0
33.203964,55.598915,0,0,1,1,.062792078,-1.1940885,-.43775514,-.68352449,64.082909,0,0
38.271557,68.437157,1,0,0,1,1.3397514,-.68440545,.83920413,-.17384149,82.799118,0,0
42.378323,55.802273,0,1,0,1,.083019108,-.27135956,-.41752809,.23920439,72.490295,0,0
59.485645,44.247768,0,1,0,1,-1.0662528,1.4492426,-1.5668,1.9598066,75.913589,0,0
60.439003,50.50742,0,1,0,1,-.44363493,1.5451283,-.94418216,2.0556922,79.84584,0,0
42.442169,49.136707,0,1,0,1,-.57997322,-.26493806,-1.0805204,.2456259,67.252998,0,0
50.383587,58.402218,0,1,0,1,.34162337,.5337854,-.15892383,1.0443493,84.877701,0,0
44.437752,67.193481,0,0,0,0,1.2160488,-.064228475,.71550161,.44633546,76.459641,0,0
30.225689,58.405334,0,0,1,1,.34193337,-1.4936342,-.15861383,-.98307025,65.947319,0,0
24.275089,51.882305,0,0,1,1,-.30688155,-2.0921273,-.80742878,-1.5815634,58.825199,0,0
46.332306,60.072369,0,0,0,0,.50774539,.12631997,.0071981824,.63688391,77.8097,0,1
50.88908,61.85268,0,0,0,0,.68482453,.58462638,.18427733,1.0951903,75.300514,0,0
41.275902,61.590916,0,0,0,0,.65878808,-.38223767,.15824088,.12832628,72.88678,1,0
63.256462,71.228088,0,0,0,0,1.6173521,1.8284998,1.116805,2.3390636,89.574356,0,0
41.58696,63.639313,0,0,0,0,.86253244,-.35095239,.36198524,.15961157,72.461662,0,0
55.026489,63.489059,0,0,0,0,.84758747,1.0007544,.34704027,1.5113183,78.979858,0,0
37.001385,45.015038,0,0,1,1,-.98993623,-.81215549,-1.4904834,-.30159155,60.493538,0,0
51.74715,30.090302,0,1,0,1,-2.4744291,.67092842,-2.9749763,1.1814923,57.352207,0,0
62.580349,60.651291,0,0,0,0,.565328,1.7604984,.064780802,2.2710624,81.736336,0,1
29.606091,57.568825,0,0,1,1,.2587297,-1.5559515,-.2418175,-1.0453875,69.754425,0,0
35.213764,49.678883,0,0,1,1,-.52604562,-.9919489,-1.0265929,-.48138496,64.66526,0,0
47.012897,52.495552,0,1,0,1,-.24588479,.1947718,-.74643201,.70533574,76.25206,0,0
50.003033,59.379684,0,1,0,1,.43884733,.49551043,-.061699871,1.0060744,79.296806,0,1
39.285233,52.622833,0,0,1,1,-.23322472,-.58245307,-.73377192,-.071889117,62.548454,1,0
51.134239,45.29446,0,1,0,1,-.96214336,.60928369,-1.4626906,1.1198477,70.476585,0,0
53.491013,73.173126,0,0,0,0,1.8108158,.84632075,1.3102686,1.3568847,90.92897,0,0
27.673246,55.585869,0,0,1,1,.061494425,-1.7503511,-.43905279,-1.2397871,63.470032,0,0
34.208267,57.269051,0,0,1,1,.22891256,-1.0930787,-.27163464,-.58251476,64.874977,0,0
42.866848,51.164852,0,1,0,1,-.37824321,-.22222516,-.87879044,.28833878,67.738274,0,0
39.005581,51.830608,0,0,1,1,-.31202358,-.61057961,-.81257081,-.10001566,65.504845,1,0
32.362099,45.473717,0,0,1,1,-.94431359,-1.2787607,-1.4448608,-.7681967,55.6194,0,0
26.754549,54.013729,0,0,1,1,-.09487889,-1.8427508,-.59542608,-1.3321868,61.252365,0,0
20.047031,30.080116,0,0,1,1,-2.4754424,-2.5173724,-2.9759896,-2.0068085,36.278702,0,0
38.472588,44.683514,0,0,1,1,-1.0229113,-.66418642,-1.5234585,-.15362246,57.109417,0,0
57.769196,48.151863,0,1,0,1,-.67793101,1.2766073,-1.1784782,1.7871712,79.211899,0,0
41.404564,47.774342,0,1,0,1,-.71548128,-.36929721,-1.2160285,.14126675,65.051964,1,0
46.966492,57.103386,0,1,0,1,.21243468,.19010444,-.28811252,.70066839,77.876511,0,0
55.082848,47.74839,0,1,0,1,-.71806258,1.0064226,-1.2186098,1.5169866,73.702873,0,0
66.289818,44.506996,0,1,0,1,-1.0404687,2.1335855,-1.5410159,2.6441493,85.655434,0,0
52.209343,50.653522,0,1,0,1,-.42910278,.71741438,-.92965001,1.2279783,75.648407,0,0
41.282894,51.095963,0,1,0,1,-.38509536,-.3815344,-.88564259,.12902956,70.749504,1,0
42.986233,56.936043,0,1,0,1,.19578986,-.21021782,-.30475736,.30034614,73.53566,0,0
37.615391,52.026688,0,0,1,1,-.29252052,-.75040066,-.79306775,-.23983671,62.429401,0,0
62.686031,44.630417,0,1,0,1,-1.0281926,1.7711276,-1.5287398,2.2816916,79.491455,0,0
54.994591,64.87851,0,0,0,0,.98578948,.99754602,.48524228,1.5081099,80.627968,0,0
43.822338,58.179928,0,1,0,1,.31951323,-.1261249,-.18103397,.38443905,75.716202,0,0
55.747456,63.097256,0,0,0,0,.80861658,1.0732669,.30806938,1.5838308,81.877251,0,0
33.093655,42.3256,0,0,1,1,-1.2574419,-1.205183,-1.757989,-.69461906,49.130257,0,0
45.764477,61.59166,0,0,0,0,.65886205,.069209456,.15831485,.57977343,73.350777,0,0
58.728157,72.729355,0,0,0,0,1.7666759,1.3730567,1.2661288,1.8836206,92.948509,0,0
44.376602,62.6026,0,0,0,0,.75941557,-.070378713,.25886837,.44018525,77.154205,0,0
47.953472,63.761543,0,0,0,0,.87469012,.28937191,.37414292,.79993588,75.122589,0,0
54.854122,49.52066,0,1,0,1,-.54178321,.98341817,-1.0423304,1.4939821,81.496223,0,0
36.972782,49.805626,0,0,1,1,-.51343906,-.81503224,-1.0139862,-.3044683,61.378601,0,0
39.943188,57.906647,0,0,1,1,.29233125,-.51627797,-.20821595,-.0057140151,70.710449,1,0
41.49398,43.340061,0,1,0,1,-1.1565382,-.36030397,-1.6570854,.15025999,66.415878,0,0
34.318638,48.406506,0,0,1,1,-.65260291,-1.081978,-1.1531501,-.57141399,61.905178,0,0
48.769127,62.480438,0,0,0,0,.74726468,.37140796,.24671748,.8819719,76.670738,0,0
55.323204,58.935028,0,1,0,1,.39461946,1.030597,-.10592774,1.5411609,84.952095,0,1
44.99688,59.424484,0,1,0,1,.44330338,-.0079931151,-.057243828,.50257087,81.050781,0,1
52.195305,69.604584,0,0,0,0,1.4558698,.71600246,.95532256,1.2265664,86.173874,0,0
39.406479,53.84547,0,0,1,1,-.11161478,-.5702585,-.61216199,-.059694543,70.972206,1,0
49.699001,71.403076,0,0,0,0,1.6347573,.46493188,1.1342101,.97549582,89.09285,0,0
45.042534,50.038158,0,1,0,1,-.49031013,-.0034013456,-.99085736,.50716263,66.445625,0,0
41.907887,46.205292,0,1,0,1,-.87154728,-.31867456,-1.3720945,.19188939,63.747734,0,0
34.74445,47.576912,0,0,1,1,-.73511869,-1.0391511,-1.2356659,-.5285871,55.978859,0,0
36.556774,48.991501,0,0,1,1,-.5944162,-.85687304,-1.0949634,-.3463091,60.563679,0,0
28.79265,42.749638,0,0,1,1,-1.2152649,-1.6377648,-1.7158121,-1.1272008,51.4259,0,0
46.626194,74.20369,0,0,0,0,1.9133211,.15587834,1.412774,.66644228,89.38356,0,0
57.358341,74.642143,0,0,0,0,1.9569321,1.2352848,1.4563849,1.7458488,92.419533,0,0
37.164879,50.747608,0,0,1,1,-.41974449,-.79571176,-.92029172,-.28514782,66.301018,0,0
38.016609,58.759399,0,0,1,1,.37715054,-.7100473,-.12339666,-.19948335,72.600418,0,1
58.888397,60.695164,0,0,0,0,.56969184,1.3891732,.069144636,1.8997371,81.377213,0,1
37.327156,44.503201,0,0,1,1,-1.0408462,-.77939039,-1.5413934,-.26882645,55.345306,0,0
55.783844,65.337196,0,0,0,0,1.031413,1.0769267,.53086573,1.5874907,82.311348,0,0
44.146553,47.471046,0,1,0,1,-.74564862,-.09351635,-1.2461958,.41704759,71.029366,0,0
50.940086,44.170071,0,1,0,1,-1.073981,.58975643,-1.5745282,1.1003203,68.684746,0,0
58.385731,78.25869,0,0,0,0,2.3166528,1.3386165,1.8161056,1.8491805,96.394547,0,0
37.310719,63.592857,1,0,0,1,.85791177,-.78104365,.35736457,-.27047971,74.878113,0,0
51.125828,67.804184,0,0,0,0,1.2767925,.60843772,.7762453,1.1190016,83.300888,0,0
34.232151,61.015324,1,0,0,1,.60153663,-1.0906765,.10098943,-.58011258,72.034782,0,1
42.555428,40.311928,0,1,0,1,-1.4577323,-.25354689,-1.9582795,.25701705,55.728405,0,0
40.855106,57.258961,0,1,0,1,.22790897,-.42455998,-.27263823,.086003974,75.577415,1,0
